Date,Close,Adjusted Close,Return,Dividend,Elapsed Trading Days,Daily Dividend,Accumulated Dividend
1885-03-20,4.332469482434323,1.0,,0.060000000000000026,63.0,0.0009523809523809528,0.0
1885-03-23,4.297594827108631,0.9921664719690532,-0.007833528030946866,,63.0,0.0009523809523809524,0.0009523809523809524
1885-03-24,4.250201381114759,0.9814434861078465,-0.01080764787377456,,63.0,0.0009523809523809524,0.0019047619047619048
1885-03-25,4.285969800877806,0.9899154621000081,0.00863215876622644,,63.0,0.0009523809523809524,0.002857142857142857
1885-03-26,4.320844308550569,0.9981810486027121,0.008349790279231852,,63.0,0.0009523809523809524,0.0038095238095238095
1885-03-27,4.322632706009879,0.9988099093673594,0.000630006716244216,,63.0,0.0009523809523809524,0.004761904761904762
1885-03-30,4.266297130687539,0.9860231180660257,-0.012802026873594805,,63.0,0.0009523809523809524,0.005714285714285715
1885-03-31,4.281498800623605,0.9897479375814336,0.003777618848038591,,63.0,0.0009523809523809524,0.006666666666666668
1885-04-01,4.285969969821096,0.9909960311671527,0.0012610216584730517,,63.0,0.0009523809523809524,0.007619047619047621
1885-04-02,4.29401773563343,0.9930696236095842,0.002092432640713318,,63.0,0.0009523809523809524,0.008571428571428574
1885-04-06,4.285969750482313,0.9914281813033018,-0.0016528975081487073,,63.0,0.0009523809523809524,0.009523809523809526
1885-04-07,4.230528588774949,0.9788480942712541,-0.012688853584442526,,63.0,0.0009523809523809524,0.01047619047619048
1885-04-08,4.245730147152994,0.9825728449324471,0.0038052387116983247,,63.0,0.0009523809523809524,0.011428571428571432
1885-04-09,4.3512475802081285,1.0071429088720807,0.025005844672333435,,63.0,0.0009523809523809524,0.012380952380952385
1885-04-10,4.305642589444726,0.9968331312435391,-0.010236658112489447,,63.0,0.0009523809523809524,0.013333333333333338
1885-04-13,4.375391385504937,1.0131474455752905,0.016366143761092102,,63.0,0.0009523809523809524,0.01428571428571429
1885-04-14,4.394169690253247,1.017697533349407,0.004491042043276296,,63.0,0.0009523809523809524,0.015238095238095243
1885-04-15,4.472860481066302,1.0360754733094162,0.01805835167893596,,63.0,0.0009523809523809524,0.016190476190476196
1885-04-16,4.431726714224272,1.0267977016748566,-0.008954725667739836,,63.0,0.0009523809523809524,0.017142857142857147
1885-04-17,4.402217618724938,1.0202029704229083,-0.006422619802509608,,63.0,0.0009523809523809524,0.018095238095238098
1885-04-20,4.402217784659665,1.020418991354791,0.00021174309244872638,,63.0,0.0009523809523809524,0.01904761904761905
1885-04-21,4.391487378809558,1.0181584166826307,-0.002215339670578773,,63.0,0.0009523809523809524,0.02
1885-04-22,4.404006191880329,1.0212637108674156,0.0030499126009316505,,63.0,0.0009523809523809524,0.02095238095238095
1885-04-23,4.410265605880849,1.0229243361407643,0.0016260494284462102,,63.0,0.0009523809523809524,0.021904761904761903
1885-04-24,4.389698773254384,1.018393575825361,-0.004429223311370776,,63.0,0.0009523809523809524,0.022857142857142854
1885-04-27,4.394170142037416,1.0196415283833289,0.0012254128340868054,,63.0,0.0009523809523809524,0.023809523809523805
1885-04-28,4.404006491900367,1.022127674987737,0.0024382555390326213,,63.0,0.0009523809523809524,0.024761904761904756
1885-04-29,4.410265906327306,1.0237882721582288,0.0016246474986714966,,63.0,0.0009523809523809524,0.025714285714285707
1885-04-30,4.423679289054809,1.027099934766767,0.003234714343383818,,63.0,0.0009523809523809524,0.026666666666666658
1885-05-01,4.394170251621311,1.0205054629293957,-0.006420477320806004,,63.0,0.0009523809523809524,0.02761904761904761
1885-05-04,4.2743456855167095,0.993067105320509,-0.026887026680017887,,63.0,0.0009523809523809524,0.02857142857142856
1885-05-05,4.252884623264299,0.9883301977058498,-0.004769977365356812,,63.0,0.0009523809523809524,0.02952380952380951
1885-05-06,4.297595199308676,0.9988649723305971,0.010659164972598303,,63.0,0.0009523809523809524,0.030476190476190462
1885-05-07,4.252884308133628,0.9887623074226427,-0.01011414474208908,,63.0,0.0009523809523809524,0.03142857142857142
1885-05-08,4.31100805268446,1.0023925819103294,0.013785188194740252,,63.0,0.0009523809523809524,0.03238095238095237
1885-05-11,4.293123719038474,0.998481168395224,-0.003902077475125751,,63.0,0.0009523809523809524,0.033333333333333326
