Date,Adjusted Close
1885-03-20,1.0
1885-03-23,0.9921664719690532
1885-03-24,0.9814434861078465
1885-03-25,0.9899154621000081
1885-03-26,0.9981810486027121
1885-03-27,0.9988099093673594
1885-03-30,0.9860231180660257
1885-03-31,0.9897479375814336
1885-04-01,0.9909960311671527
1885-04-02,0.9930696236095842
1885-04-06,0.9914281813033018
1885-04-07,0.9788480942712541
1885-04-08,0.9825728449324471
1885-04-09,1.0071429088720807
1885-04-10,0.9968331312435391
1885-04-13,1.0131474455752905
1885-04-14,1.017697533349407
1885-04-15,1.0360754733094162
1885-04-16,1.0267977016748566
1885-04-17,1.0202029704229083
1885-04-20,1.020418991354791
1885-04-21,1.0181584166826307
1885-04-22,1.0212637108674156
1885-04-23,1.0229243361407643
1885-04-24,1.018393575825361
1885-04-27,1.0196415283833289
1885-04-28,1.022127674987737
1885-04-29,1.0237882721582288
1885-04-30,1.027099934766767
1885-05-01,1.0205054629293957
1885-05-04,0.993067105320509
1885-05-05,0.9883301977058498
1885-05-06,0.9988649723305971
1885-05-07,0.9887623074226427
1885-05-08,1.0023925819103294
1885-05-11,0.998481168395224
1885-05-12,0.9941570308055323
1885-05-13,0.9943730970779832
1885-05-14,0.9945891617161388
1885-05-15,1.0018218081312247
1885-05-18,1.0092607930143116
1885-05-19,1.0096831961487867
1885-05-20,1.0047400365122556
1885-05-21,1.0107342903579057
1885-05-22,1.0185857753830416
1885-05-25,1.0093089624947014
1885-05-26,1.013652263325642
1885-05-27,1.0085028104211249
1885-05-28,1.0052106353643686
1885-05-29,0.9979976269082345
1885-06-01,0.9934673709146389
1885-06-02,0.9994614809511384
1885-06-03,1.005868324553118
1885-06-04,0.9996872025649208
1885-06-05,0.9920616638084145
1885-06-08,0.9906268158580545
1885-06-09,0.9939381942309603
1885-06-10,0.9966305062747942
1885-06-11,1.0057198110060142
1885-06-12,1.0108882675810809
1885-06-15,1.01997738680578
1885-06-16,1.0166853749219267
1885-06-17,1.0169013361264951
1885-06-18,1.0231014322266885
1885-06-19,1.030612873396384
1885-06-22,1.0258071577908634
1885-06-23,1.023930457579685
1885-06-24,1.035234472531338
1885-06-25,1.0291734695761867
1885-06-26,1.0222756123349832
1885-06-29,1.0057539961638071
1885-06-30,1.0036681979359925
1885-07-01,0.9973981717920316
1885-07-02,0.9900821270099707
1885-07-03,1.0011768232023552
1885-07-06,1.0013924070685387
1885-07-07,0.9980514217936549
1885-07-08,1.0150037981411537
1885-07-09,1.0173114467776663
1885-07-10,1.0175269668619948
1885-07-13,1.0518432766259085
1885-07-14,1.0564520234840158
1885-07-15,1.0717301814197693
1885-07-16,1.0662969262961306
1885-07-17,1.080528971026104
1885-07-20,1.077815443843925
1885-07-21,1.0784491757229466
1885-07-22,1.0954006469432904
1885-07-23,1.1117243518887974
1885-07-24,1.0975047366372261
1885-07-27,1.085795548115993
1885-07-28,1.0883119399030448
1885-07-29,1.0996146469277235
1885-07-30,1.0983654670948975
1885-07-31,1.1017186568298736
1885-08-03,1.0933569201381041
1885-08-04,1.0967100118801134
1885-08-05,1.0944148965602114
1885-08-06,1.0998599786059717
1885-08-07,1.1094888476144251
1885-08-10,1.114097042346089
1885-08-11,1.112220243559361
1885-08-12,1.12603277991844
1885-08-13,1.1187170416879004
1885-08-14,1.132111026211954
1885-08-17,1.1674695503860242
1885-08-18,1.142163684476037
1885-08-19,1.1589044129079344
1885-08-20,1.1494969012819534
1885-08-21,1.151176148863349
1885-08-24,1.1442789475479866
1885-08-25,1.1338256537257625
1885-08-26,1.1384335535606216
1885-08-27,1.1528729627341807
1885-08-28,1.1453482082669566
1885-08-31,1.1288287962069672
1885-09-01,1.1215134042671748
1885-09-02,1.1298864758862877
1885-09-03,1.125290437127122
1885-09-04,1.1219495002152737
1885-09-07,1.087650601737255
1885-09-08,1.0964420050367727
1885-09-09,1.1012590685069594
1885-09-10,1.0912247652394105
1885-09-11,1.0947867558410447
1885-09-14,1.1121540475192346
1885-09-15,1.107558178414456
1885-09-16,1.1184409802643418
1885-09-17,1.1148910756442234
1885-09-18,1.1241784990598063
1885-09-21,1.1197424314345519
1885-09-22,1.121662464765874
1885-09-23,1.12273506516037
1885-09-24,1.1170278790985289
1885-09-25,1.111956362043251
1885-09-28,1.129766367709675
1885-09-29,1.1278727499657808
1885-09-30,1.1359367409932957
1885-10-01,1.133831297520076
1885-10-02,1.123886942275415
1885-10-05,1.1569504961849788
1885-10-06,1.1588703703046461
1885-10-07,1.1811287362815188
1885-10-08,1.1819891971482572
1885-10-09,1.1862393385806378
1885-10-12,1.2006586159911572
1885-10-13,1.2082983852813096
1885-10-14,1.2133957738387922
1885-10-15,1.2017566039336651
1885-10-16,1.2197771360977743
1885-10-19,1.2490257716719981
1885-10-20,1.2632326795718904
1885-10-21,1.2636690929426182
1885-10-22,1.2405900209601943
1885-10-23,1.2478057280742858
1885-10-26,1.2334127622920883
1885-10-27,1.2493141738575375
1885-10-28,1.2578008065940967
1885-10-29,1.2506106714262166
1885-10-30,1.26651190469113
1885-11-02,1.2802944661213609
1885-11-04,1.2707740806167633
1885-11-05,1.2883698353087913
1885-11-06,1.2771547634012983
1885-11-09,1.2837344559064623
1885-11-10,1.2945509976658054
1885-11-11,1.3142647415290036
1885-11-12,1.313218023322928
1885-11-13,1.3238224430479633
1885-11-16,1.320869244350271
1885-11-17,1.3376168883169428
1885-11-18,1.3418660247419323
1885-11-19,1.3564950633669322
1885-11-20,1.3454919120211697
1885-11-23,1.308009504355511
1885-11-24,1.3450928791775996
1885-11-25,1.3387503123908226
1885-11-27,1.3188505333226326
1885-11-30,1.3180156828501057
1885-12-01,1.3065893691223454
1885-12-02,1.3108384535340072
1885-12-03,1.3127573916885398
1885-12-04,1.3182774204524652
1885-12-07,1.3140533174878448
1885-12-08,1.3178787153313236
1885-12-09,1.3147137514993432
1885-12-10,1.2954501488885777
1885-12-11,1.297369073802567
1885-12-14,1.2656080792298257
1885-12-15,1.2891330851054918
1885-12-16,1.3109632985659072
1885-12-17,1.3010202068837153
1885-12-18,1.3088847158712456
1885-12-21,1.290675742774364
1885-12-22,1.2679692029240501
1885-12-23,1.2711790227156967
1885-12-24,1.2861687808342177
1885-12-28,1.3003017757227744
1885-12-29,1.3215025695215203
1885-12-30,1.3225702546193454
1885-12-31,1.3202111332895667
1886-01-04,1.32149301168623
1886-01-05,1.3097100998077795
1886-01-06,1.3131337953702595
1886-01-07,1.3105605128194966
1886-01-08,1.3026328451456781
1886-01-11,1.2972753955703316
1886-01-12,1.294488089058112
1886-01-13,1.2769228216855186
1886-01-14,1.2861292494738872
1886-01-15,1.26128229890199
1886-01-18,1.2400764442742513
1886-01-19,1.2522812573402564
1886-01-20,1.2490658535091212
1886-01-21,1.2606279851073632
1886-01-22,1.252058361193772
1886-01-25,1.23213792514646
1886-01-26,1.2441283872180655
1886-01-27,1.244553841212785
1886-01-28,1.2522608233306403
1886-01-29,1.2520437953436674
1886-02-01,1.2843794616848445
1886-02-02,1.2871604954048084
1886-02-03,1.2948671851251239
1886-02-04,1.296149125935749
1886-02-05,1.308138949348113
1886-02-08,1.3194862015103694
1886-02-09,1.3325466255836074
1886-02-10,1.3160532960366083
1886-02-11,1.3207616372385576
1886-02-12,1.3231141429328912
1886-02-15,1.3265374118436357
1886-02-16,1.3299606180010988
1886-02-17,1.3231044635605131
1886-02-18,1.3055408400459578
1886-02-19,1.3010404950867283
1886-02-23,1.2971826794362316
1886-02-24,1.2973937427411026
1886-02-25,1.2937501432529637
1886-02-26,1.2928905139783784
1886-03-01,1.2860346711150035
1886-03-02,1.3080886927460886
